County,Municipality,Municipality Type,Farm Count,Improved Land Acres,Unimproved Land Acres,Farm Cash Value,Implements and Machinery Value,Horses Count,Asses and Mules Count,Milch Cows Count,Working Oxen Count,Other Cattle Count,Sheep Count,Swine Count,Live Stock Value,Wheat Bushels,Rye Bushels,Indian Corn Bushels,Oats Bushels,Tobacco Pounds,Wool Pounds,Peas Beans Bushels,Irish Potatoes Bushels,Sweet Potatoes Bushels,Barley Bushels,Buckwheat Bushels,Orchard Products Value,Wine Gallons,Garden Produce Value,Butter Pounds,Cheese Pounds,Hay Tons,Clover Seed Bushels,Other Seeds Bushels,Hops Pounds,Hemp Tons,Flax Pounds,Flaxseed Pounds,Silk Cocoons Pounds,Maple Sugar Pounds,Molasses Gallons,Beeswax Honey Pounds,Homemade Manufactures Value,Animals Slaughtered Value
Lebanon,Swatara,Township,114,8018,1772,278476,9520,399,0,487,0,661,303,1081,24060,14293,3704,13202,19611,0,709,0,4879,7,0,16,66,0,0,18990,0,2039,85,1410,0,0,202,0,0,0,0,191,803,16074
Lebanon,Union,Township,110,7836,10878,144689,6195,292,0,363,0,540,281,996,18069,7969,2312,7607,15696,0,453,0,3325,0,0,38,70,0,0,17080,0,1697,112,126,8,0,52,2,0,0,0,0,74,6518
Lehigh,Allentown,Borough,15,466,34,58300,1680,28,0,45,0,7,0,82,4030,1475,1253,3160,896,0,25,0,2370,0,45,60,0,0,0,4750,0,257,7,3,0,0,0,0,0,0,0,0,0,760
Lehigh,Hanover,Township,53,3721,4959,95200,3777,143,0,165,2,171,498,517,12626,5756,2528,6490,5588,0,311,1,231,0,0,110,105,0,167,2315,0,92,6,3,21,0,20,3,0,100,0,216,229,1421
Lehigh,Heidelburg,Township,117,8348,2058,310130,19720,304,0,433,0,200,235,881,29850,5315,13257,9000,10181,117,806,0,13640,11,10,2872,440,337,90,34580,0,1212,211,16,9,0,726,122,0,0,0,304,121,6045
Lehigh,Lower Macungie,Township,144,11139,1849,1064160,32230,585,0,768,0,518,493,1593,69104,32284,25986,42468,32111,0,2100,0,9395,0,80,1054,479,19,0,66752,0,2445,294,40,0,0,3387,212,0,0,0,28,1038,13815
Lehigh,Lowhill,Township,92,6513,1413,262537,13262,247,0,332,0,175,175,808,23444,37340,7192,9038,6418,0,872,1,6199,8,0,1972,600,0,0,26112,0,934,177,1,19,0,247,47,0,0,0,42,2705,5890
Lehigh,Lynn,Township,207,16007,5485,699950,29615,574,0,882,0,454,515,1141,62307,12060,29580,21342,16280,0,2077,0,20715,5,0,4764,560,0,0,50355,0,2595,266,0,0,0,1477,220,0,0,0,1051,1026,13660
Lehigh,North Whitehall,Township,210,14032,3829,1053000,30220,650,0,899,0,397,534,2571,63151,20140,35437,32125,27605,0,2190,0,23935,0,0,3519,420,0,92,80830,0,2777,224,38,6,0,618,96,0,0,0,793,1382,16545
Lehigh,Northampton,Township,7,469,2,49400,895,29,3,22,0,8,3,60,2945,622,1357,1825,1710,0,60,40,1130,100,0,452,450,0,600,1512,0,115,0,0,0,0,0,0,0,0,0,0,0,367
Lehigh,Salsburg,Township,105,7048,2374,665530,41540,391,0,556,4,330,393,1187,55501,21989,18125,32245,23615,0,1801,0,10165,2,370,936,979,30,667,47077,0,2016,2497,97,0,0,510,84,0,0,0,0,646,8798
Lehigh,South Whitehall,Township,195,14174,2089,1332000,48335,727,0,1062,0,585,519,3127,83840,35589,37911,54287,45103,0,2399,0,17010,0,0,1072,0,0,0,104200,0,3479,240,54,0,0,1006,135,0,0,0,92,1337,18130
Lehigh,Upper Macungie,Township,153,12900,2395,1151000,34665,633,0,829,0,492,438,1006,66225,38310,33260,44265,27153,0,1870,0,9290,0,0,1646,0,0,0,52900,0,2561,256,27,0,0,778,121,0,0,0,553,699,12975
Lehigh,Upper Milford,Township,279,15349,5283,948500,69975,790,12,1494,0,791,691,1687,95718,31915,33110,58780,35426,0,2056,0,20057,0,92,1888,2397,15,0,162875,0,4289,358,30,2,0,2171,844,0,0,0,0,1124,21599
Lehigh,Upper Saucon,Township,190,9996,3874,975152,28555,570,0,954,4,410,391,1506,6452,24400,26189,44452,26310,1400,2010,19,18664,0,596,1334,1616,123,7,94319,0,3386,329,141,7,0,1132,236,0,0,0,37,675,17021
Lehigh,Washington,Township,115,8317,2893,382931,17755,338,0,442,0,215,263,809,31421,5269,15121,8964,11216,0,990,0,9105,0,0,5586,627,6,0,42244,0,1394,113,32,48,0,312,36,0,0,0,615,131,6958
Lehigh,Weisenberg,Township,164,11320,2696,450048,20960,420,0,640,0,411,384,881,39989,8925,25563,13840,9495,0,1576,0,10887,45,0,2241,328,436,0,35175,0,1488,155,3,0,0,726,151,0,0,0,351,576,10430
Luzerne,Abington,Township,99,8074,5720,314200,17405,309,0,543,167,924,15621,547,47614,6017,1801,14235,16985,0,3548,22,11041,0,60,4162,230,0,1592,30030,54910,1586,19,43,0,0,0,0,0,0,0,315,360,7456
Luzerne,Benton,Township,158,5007,6912,241075,14880,223,0,495,142,623,1017,240,31276,5997,923,13983,14987,0,3653,153,4754,0,58,3259,2067,0,1478,30337,8373,1840,10,18,0,0,0,0,0,200,0,0,1284,5705
Luzerne,Covington,Township,4,400,228,14600,1150,11,0,13,12,18,46,16,1875,0,0,25,425,0,55,0,650,0,0,60,0,0,40,500,0,140,0,0,0,0,0,0,0,0,0,0,0,240
Luzerne,Dallas,Township,90,4810,6038,163625,6603,148,0,268,98,252,715,625,23043,3703,4693,7855,9300,0,1986,64,5422,0,0,6254,7,0,0,22620,140,951,9,4,0,0,469,24,0,0,0,2090,1071,5238
Luzerne,Dennison,Township,2,100,460,7500,275,4,0,5,4,6,0,7,585,0,70,0,500,0,0,0,470,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,168
Luzerne,Exeter,Township,84,5483,3966,283175,8605,176,0,272,74,204,392,709,16731,12496,3591,14682,16814,0,1153,29,9383,0,0,4659,0,0,0,21893,160,740,20,9,0,0,60,3,0,0,0,990,6616,199
Luzerne,Fairmount,Township,105,4519,7104,153800,8375,153,0,252,124,254,837,620,22225,4319,6129,5589,7056,0,2146,37,3735,0,0,8101,0,0,0,19113,50,865,51,16,0,0,543,35,0,1130,0,2166,1400,4598
Luzerne,Fell,Township,19,1324,1449,33400,2235,56,0,106,43,84,1521,100,4972,207,117,1355,3598,0,411,0,1780,0,10,557,80,0,50,6425,1275,453,0,5,0,0,0,0,0,0,0,0,55,1423
Luzerne,Franklin,Township,74,4219,4629,157400,6925,159,0,305,56,235,408,476,22882,4357,9780,9780,10887,0,1193,16,5633,0,0,5532,0,0,0,26060,0,875,36,11,0,0,155,8,0,0,0,1803,884,5098
Luzerne,Greenfield,Township,105,5261,4707,172850,4135,216,0,440,159,599,1132,276,8000,1580,968,8466,16510,0,3505,0,6441,0,0,3160,0,0,0,34455,7440,2458,0,0,0,0,0,0,0,0,0,0,95,843
Luzerne,Hanover,Township,41,3809,1490,256100,6045,146,1,165,6,188,322,495,18213,840,4703,13094,7112,0,776,10,7296,0,0,2655,540,0,895,4400,0,1077,79,15,0,0,0,0,0,0,0,0,0,3745
Luzerne,Hollenback,Township,22,1473,1494,63800,3025,64,0,87,4,125,231,287,2472,2496,3965,3485,3390,0,644,0,1605,0,0,985,0,0,440,0,0,346,55,0,0,0,0,0,0,0,0,0,0,1487
Luzerne,Huntington,Township,166,9319,9199,353300,16332,356,0,558,172,583,1410,1324,49396,8449,13875,18265,24037,0,4571,66,10169,0,0,12022,0,0,0,39898,1290,2088,70,27,0,0,413,25,0,3118,0,2511,2295,10493
Luzerne,Jackson,Township,61,3075,4283,98780,5510,105,1,176,81,177,453,531,16301,3124,3712,5555,7863,0,1115,129,7333,0,0,5082,5,0,0,13190,0,500,137,5,1,0,185,13,0,0,0,1269,675,4272
Luzerne,Kingston,Township,127,9314,6490,595750,14314,357,0,420,63,298,1123,1374,45660,24783,4535,31220,18279,0,5321,33,14582,0,0,5033,240,0,1200,34671,60,1831,29,6,0,0,118,6,0,0,0,1610,1045,12050
Luzerne,Lackawanna,Township,23,2690,758,100100,3470,71,0,98,14,95,272,154,9610,3732,720,4950,4850,0,771,0,3595,0,0,633,15,0,550,6700,0,374,6,0,0,0,0,0,0,0,0,400,0,1940
Luzerne,Lehman,Township,67,3185,5995,120050,6196,134,0,201,58,309,626,468,19204,2722,2164,5055,6971,0,1608,45,3189,0,0,4882,0,0,0,13930,750,765,25,20,0,0,265,13,0,0,0,2180,708,373
Luzerne,Madison,Township,82,2586,5856,92673,6624,110,0,203,100,241,491,430,2429,277,848,999,1654,0,1063,7,3597,0,0,2719,0,0,0,22490,0,1034,0,0,0,0,0,0,0,1870,0,8,241,3258
Luzerne,Nescopeck,Township,22,1802,1097,73300,3300,66,0,70,0,99,167,242,7394,2869,3680,4085,3035,0,601,4,2116,0,25,700,140,0,525,3300,0,249,31,3,0,0,50,6,0,0,0,0,0,1475
Luzerne,Newport,Township,19,1671,1882,92400,2612,71,0,73,6,134,200,258,8062,1689,2340,3315,1960,0,596,0,3325,0,0,1206,385,0,370,3510,0,345,0,0,0,0,0,15,0,0,0,0,0,1322
Luzerne,Newton,Township,82,4127,4495,202500,9925,172,2,348,63,340,574,446,26859,5812,4989,8330,4806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luzerne,Patience,Township,64,4164,3501,453480,7567,145,10,211,40,206,529,342,20444,3291,3570,9825,9890,0,1228,0,11720,0,0,3360,306,0,0,17852,575,983,0,0,0,0,0,0,0,0,0,0,473,3758
Luzerne,Plymouth,Township,64,4716,5924,319330,7544,156,0,202,72,223,331,639,21583,8176,4386,14660,7731,0,865,40,8334,0,0,3847,755,0,0,16339,100,1005,31,12,30,0,0,0,0,0,0,306,595,636
Luzerne,Providence,Borough,3,215,835,40000,900,12,0,14,10,33,61,29,1859,175,128,625,950,0,100,4,525,0,0,225,0,0,0,850,0,45,0,0,0,0,0,0,0,60,0,0,25,325
Luzerne,Providence,Township,41,2563,2621,123230,4702,93,2,133,26,115,336,174,12343,1460,3060,6630,5850,0,695,5680,0,0,2875,306,0,0,60,10837,200,576,0,0,0,0,0,0,0,0,0,0,255,2357
Luzerne,Ransom,Township,37,1797,2698,71480,2782,60,0,102,40,117,245,210,8207,3152,1862,3025,1830,0,411,10,2322,0,0,1215,0,0,0,8045,0,317,44,13,0,0,113,0,0,0,0,209,326,1873
Luzerne,Ross,Township,85,3250,5207,109600,4634,98,0,122,134,217,741,467,17994,2843,4437,5188,6473,0,1714,39,2923,0,0,7257,0,0,0,13827,0,694,30,4,0,0,682,37,0,0,0,1550,1228,3563
Luzerne,Salem,Township,80,6738,3717,280450,97605,262,2,271,38,274,429,1236,28311,4110,7982,10105,17140,0,1193,16,7132,0,0,3154,47,0,0,16877,0,905,61,0,0,0,575,39,0,0,0,1866,796,6890
Luzerne,Scott,Township,138,6793,6334,228500,12604,251,1,525,209,602,1024,521,31981,2864,1049,9597,19164,0,2593,0,3614,0,62,3246,768,0,0,48225,6290,2700,0,0,0,0,0,0,0,3150,0,300,375,5912
Luzerne,Union,Township,124,5415,9794,166540,7433,94,0,364,138,357,951,872,28202,3530,8607,6631,7805,0,2312,73,5991,0,0,5165,0,0,0,23280,100,1143,46,7,0,0,748,33,0,0,0,2258,1355,5579
Lycoming,Anthony,Township,81,5477,4635,172190,7450,203,0,241,18,336,932,641,22495,15415,4840,9990,6294,0,2763,0,4635,0,5,3781,175,0,552,11975,0,778,53,0,0,0,0,0,0,0,0,600,50,5155
Lycoming,Armstrong,Township,19,1525,2092,86300,2105,58,0,60,20,65,144,168,6345,5510,810,4090,1955,0,409,0,1725,0,5,407,80,0,250,2950,0,243,39,0,0,0,0,0,0,0,0,100,0,1292
Lycoming,Brown,Township,17,885,2045,29250,1050,44,0,56,18,53,159,146,4835,1390,645,2665,1115,0,432,0,660,0,0,453,0,0,99,2800,0,156,0,0,0,0,0,0,0,0,0,0,0,885
Lycoming,Cascade,Township,4,210,300,3400,225,11,0,12,6,26,16,33,1120,370,110,1100,340,0,48,0,195,0,0,150,25,0,25,550,0,40,0,0,0,0,0,0,0,0,0,0,0,205
Lycoming,Clinton,Township,70,5257,1048,236700,9685,183,0,226,10,310,488,645,17965,14702,3738,17367,6595,0,1371,0,5945,40,0,2200,467,0,0,14655,0,725,97,0,0,0,320,22,0,0,0,1055,150,4439
Lycoming,Cumings,Township,17,990,1505,29800,1055,49,0,54,20,41,146,126,4360,2120,0,2840,1955,0,421,0,725,0,0,676,0,0,125,2350,0,180,0,0,0,0,0,0,0,0,0,0,0,951
Lycoming,Fairfield ,Township,123,10227,5845,330650,16763,315,0,384,64,484,1135,1227,37703,23584,11442,34840,11971,0,2863,0,7640,0,0,6675,226,0,0,30975,0,1061,141,0,0,0,720,43,0,0,0,1183,561,7865
Lycoming,Franklin,Township,79,4165,7724,91650,7860,144,0,170,54,214,524,490,18215,5219,5165,6652,4416,0,1130,0,2860,0,0,4349,0,0,0,14650,0,471,44,0,0,0,185,9,0,0,0,906,195,3695
Lycoming,Hepburn,Township,118,7638,5566,168800,7500,268,0,351,28,362,917,817,28650,10994,7710,11255,6614,0,2501,0,5205,0,0,4214,1590,0,810,16690,0,901,51,0,0,0,325,30,0,0,0,0,0,6010
Lycoming,Jackson,Township,41,2163,2558,44260,2115,71,0,120,26,159,353,344,9465,1530,256,772,1675,0,1636,0,2228,0,0,1543,172,0,210,5280,0,417,0,0,0,0,25,2,0,1430,0,0,0,1978
Lycoming,Lewis ,Township,25,1490,1787,38200,1410,54,0,76,28,101,242,201,6775,1140,415,4640,2635,0,768,0,1708,0,0,1041,0,0,183,3900,0,357,0,0,0,0,0,0,0,0,0,0,0,1522
Lycoming,Limestone,Township,68,5634,4924,272450,8555,242,0,263,24,395,507,702,25794,31427,4527,6958,6877,0,1423,0,3400,0,704,635,275,0,625,12701,0,759,188,0,0,0,0,0,0,0,0,100,5,5703
Lycoming,Loyalsock,Township,66,6124,2407,301000,7200,226,0,250,10,238,518,589,22915,19340,4135,17060,9124,0,1505,0,5545,0,10,1778,485,0,680,12950,0,893,23,0,0,0,0,0,0,0,0,0,0,4855
Lycoming,Lycoming,Township,69,5585,3449,167450,7135,183,0,221,8,232,728,571,20020,11180,4160,11940,7277,0,1934,0,3719,0,0,2144,250,0,370,11220,0,615,16,0,0,0,0,0,0,0,0,0,100,3880
Lycoming,MacKentire,Township,6,370,384,5800,330,10,0,21,6,12,88,106,1420,175,25,1590,1700,0,284,0,805,0,290,0,0,0,40,1200,0,105,0,0,0,0,0,0,0,0,0,0,0,480
Lycoming,Mifflin,Township,71,5354,5272,170994,8395,177,0,247,50,244,802,642,20107,13734,4706,8260,5576,0,2430,2,3747,0,0,1829,250,0,575,13735,120,895,38,5,25,0,264,14,0,0,0,527,154,5249
Lycoming,Moreland,Township,74,6139,5530,129600,8040,194,0,221,16,301,580,741,12665,5157,6360,9931,8330,0,1382,0,3026,0,0,3750,45,0,0,16925,0,659,86,0,0,0,80,6,0,0,0,790,256,4060
Lycoming,Muncy,Borough,6,317,0,20700,890,17,1,15,2,17,0,127,1771,1410,30,1400,1000,0,0,0,575,0,0,80,7,0,0,1450,0,92,2,0,0,0,0,0,0,0,0,0,0,530
Lycoming,Muncy,Township,92,7258,3514,247300,11020,254,0,288,20,422,873,1005,24220,14074,5830,15797,10221,0,2052,0,5604,0,0,4233,25,0,0,20920,0,989,50,0,0,0,95,9,0,0,0,390,100,5610
Lycoming,Muncy Creek,Township,87,6846,2527,276450,9780,236,0,271,8,293,725,738,21635,13538,5606,16772,11608,0,1587,0,5070,0,0,2207,15,0,0,20475,0,739,90,0,0,0,210,11,0,0,0,225,148,5618
Lycoming,Nippenose,Township,16,2015,503,111000,2135,59,0,71,2,67,203,236,6425,10450,815,7350,5500,0,579,0,1004,0,0,146,290,0,210,3550,0,199,0,0,0,0,0,0,0,0,0,0,0,1905
Lycoming,Penn,Township,59,3706,6004,70200,5495,113,0,166,46,195,551,441,11775,2728,4437,4000,3541,0,1022,0,1894,0,0,2776,0,0,0,9430,0,398,1,0,0,0,0,0,0,0,0,165,65,2330
Lycoming,Plunkets Creek,Township,44,437,4204,20600,740,10,0,28,20,26,92,115,13121,10029,435,13025,315,0,205,0,875,0,0,335,0,0,0,2125,0,62,0,0,0,0,50,3,0,0,0,90,60,500
Lycoming,Porter,Township,32,2972,683,165400,3820,100,0,104,8,102,305,318,10835,15193,1015,12405,4580,0,988,3,2681,0,280,755,505,15,287,7000,0,387,88,0,0,0,0,0,0,0,0,180,31,3580
Lycoming,Shrewsberry,Township,14,954,1726,29700,1155,41,0,47,10,78,183,105,3850,1125,750,1450,1425,0,364,0,687,0,0,720,0,0,0,2900,0,146,0,0,0,0,0,0,0,0,0,0,0,690
Lycoming,Susquehanna,Township,19,1498,2841,76400,2365,50,0,76,12,60,229,266,6587,6323,1677,3150,2650,0,729,0,1555,0,5,385,40,0,155,3585,0,214,15,0,0,0,0,0,0,0,0,0,0,1595
Lycoming,Washington,Township,176,13585,5013,573000,20565,505,4,607,20,734,1932,1866,48975,38968,9153,30365,25038,0,4366,0,9655,0,0,4300,412,0,0,43025,0,1703,265,0,0,0,614,39,0,0,0,1107,231,11775
Lycoming,Watson,Township,14,1021,1575,46850,1555,41,0,52,6,72,164,131,4739,5340,455,3740,2741,0,460,0,841,0,0,320,155,0,105,2460,0,145,0,0,2,0,0,0,0,0,0,0,0,1231
Lycoming,Wolf,Township,71,5703,4367,194400,8520,208,0,232,36,269,704,682,18940,9918,5987,14000,10050,0,1319,0,3155,0,0,2060,15,0,0,17225,0,904,31,0,0,0,95,11,0,0,0,390,60,4555
McKean,A,Township,41,1578,4173,47000,3065,40,0,124,60,212,522,56,9336,139,72,1914,5880,0,2178,121,3478,0,92,1255,0,0,0,10686,650,833,0,9,0,0,250,5,0,13775,0,230,240,1521
McKean,B,Township,41,1675,4373,40350,3390,62,2,135,58,219,841,65,11528,542,195,663,6170,0,1565,106,9364,0,0,397,243,0,0,11450,1560,759,0,12,0,0,0,0,0,9540,0,996,199,1580
McKean,C,Township,41,1779,2719,54500,3165,54,0,174,74,247,586,91,13635,320,0,2673,5625,0,1194,117,2131,0,0,633,296,0,0,11500,1010,840,0,13,0,0,0,0,0,6664,0,40,406,1651
McKean,D,Township,41,1478,3336,37720,2675,51,0,132,70,206,412,47,10243,538,102,1817,4100,0,1443,114,3045,0,0,443,264,0,0,11900,2100,1119,0,0,0,0,0,0,0,3815,0,1120,410,2713
McKean,E,Township,41,1461,3390,53050,3195,63,0,150,50,162,614,73,11110,183,173,1691,1555,0,1835,40,3304,0,0,571,155,0,0,9550,850,872,0,8,0,0,0,0,0,5550,0,708,155,1648
McKean,F,Township,41,1246,3135,42200,2112,29,0,127,80,151,1939,58,10320,240,45,1285,3944,0,1442,176,3312,0,0,471,0,0,0,11050,1750,943,0,2,0,0,0,0,0,6330,0,0,349,2447
McKean,Keating,Township,82,2961,6392,103400,6510,125,2,294,116,367,878,118,22743,777,253,3396,9040,0,3443,348,6081,0,0,819,295,0,0,24950,2960,1800,0,9,0,0,100,2,0,14519,0,434,630,3761
Mercer,Cool Spring,Township,369,17305,17457,414050,24645,884,10,1441,372,2105,7968,2667,89261,19145,5853,24013,38573,0,22983,6,9273,0,0,11375,667,0,0,74044,5355,4321,47,12,50,0,1115,148,13,5027,0,1799,534,9204
Mercer,Delaware,Township,245,14394,10654,405934,22875,603,0,910,246,1598,6063,2319,66616,23834,4835,23831,32456,0,14544,9,12049,0,63,7827,253,0,11,50497,3644,3800,190,30,96,2,24712,820,0,1437,0,2351,3098,10424
Mercer,East Lackawannock,Township,86,5021,3855,148350,7572,206,0,331,114,448,3190,824,23357,7093,1230,6871,12026,0,8554,21,3827,0,148,6521,353,0,40,17150,6850,1115,44,9,42,0,870,125,0,780,0,1345,1169,3645
Mercer,Findley ,Township,120,7791,4597,186611,9220,367,0,560,92,722,4239,1312,36876,8865,2194,10857,16738,0,11485,14,7383,0,157,5320,291,0,40,28150,1730,1813,44,31,92,0,1274,70,0,2642,0,886,1200,9989
Mercer,French Creek,Township,82,3038,5065,76245,4277,160,1,251,92,300,1460,482,15990,2267,1109,5245,5512,0,3953,15,1232,0,0,2999,8,0,0,13955,0,968,2,0,0,0,18,1,0,3758,0,385,503,1867
Mercer,Green,Township,123,6091,4686,159450,8320,273,2,528,122,745,2117,586,24079,7200,1130,8151,11220,0,5819,0,4112,0,0,2270,138,0,0,19780,26500,1853,0,10,0,0,325,19,0,3253,0,175,57,1169
Mercer,Hickory,Township,166,11349,7646,394610,17207,488,7,679,190,1016,5319,1402,53104,17374,1659,21563,29716,0,13276,39,6292,19,80,6204,519,0,205,31744,4900,2814,92,19,75,0,1464,80,1,2106,0,1602,2122,5233
Mercer,Mercer,Borough,13,656,588,31765,1138,25,0,32,0,18,322,63,3675,1090,60,1470,1215,0,1102,2,1440,0,0,27,10,0,0,2315,0,221,4,4,11,0,0,0,0,75,0,180,62,0
Mercer,Mill Creek,Township,123,5142,7436,118235,7213,231,1,342,139,362,2248,739,23330,4610,3463,9627,10933,0,4541,14,4253,0,10,4736,379,0,0,16635,0,1124,0,5,5,0,37,19,0,2736,0,429,441,3197
Mercer,Pymatuning,Township,164,10909,9699,318367,15272,433,0,769,168,839,3761,1208,53009,16390,2431,17467,24651,10,9351,21,5284,5,0,5352,238,0,10,35960,56550,2564,32,14,80,0,2170,84,0,1765,0,979,1900,6516
Mercer,Salem,Township,246,15942,11672,397665,17380,618,0,1011,218,1107,5190,1612,67931,15228,3615,18531,32482,0,14345,1,5644,0,50,10217,767,0,0,49503,40900,3195,102,3,5,0,296,166,0,6593,0,1945,714,9288
Mercer,Sandy Creek,Township,287,11754,15922,313019,20572,713,0,1095,342,1260,6091,1890,61939,11386,4172,17983,23339,0,15194,7,5697,0,0,10990,804,0,0,60331,2350,3374,2,30,7,0,73,27,0,4736,0,2132,549,8593
Mercer,Sandy Lake ,Township,161,6139,10155,129151,9201,299,0,491,206,557,3774,752,31732,5660,1413,7672,14349,0,9055,47,4070,0,0,5717,544,5,0,25500,3530,1250,13,17,2,0,1,72,0,1797,0,898,911,4753
Mercer,Sharon,Borough,5,445,780,36130,593,9,0,49,4,24,0,14,2037,115,0,950,535,0,0,3,281,0,0,150,5,0,0,650,8000,123,0,0,0,0,0,0,0,0,0,0,12,309
Mercer,Shenango,Township,139,9348,6827,319032,11729,394,0,547,161,743,5448,1255,42976,12112,3071,17335,19477,0,16795,92,4947,20,299,5502,280,0,150,25675,760,1988,67,11,72,0,2989,234,0,1478,0,885,1693,6030
Mercer,Springfield,Township,128,7187,5207,185258,9284,345,0,502,72,590,4097,1068,33948,7723,1930,13414,16912,0,9746,0,4808,0,235,4789,256,0,0,20385,6000,1700,99,26,37,0,1065,63,0,2685,0,1397,648,4781
Mercer,Unknown Municipality,,41,2236,1210,60780,3829,120,0,145,42,230,1021,508,11747,3023,813,3555,5050,0,2554,1,2084,0,215,2089,75,0,0,6825,75,498,5,0,16,0,480,88,0,501,20,261,361,1520
Mercer,West Lackawannock,Township,98,3863,3863,157505,9044,287,0,351,104,570,2571,1045,27974,7961,1655,7233,13402,0,6649,8,4365,12,532,4998,270,15,5,16885,155,1186,15,0,41,0,725,99,0,2146,0,886,886,3723
Mercer,West Salem,Township,246,12940,10430,347700,17340,616,0,1045,234,1244,4490,1433,52777,12200,2929,17862,25572,0,12836,0,5706,0,0,5726,93,0,0,39577,36700,3351,10,5,2,0,0,85,0,6010,0,320,114,7924
Mercer,Wilmington,Township,52,3842,2515,152250,5475,167,0,198,70,1342,2035,573,21806,6927,1610,6755,10730,0,5784,2,1828,1,174,1792,116,0,0,11960,0,881,49,15,16,0,320,41,0,147,0,860,467,2314
Mercer,Wolf Creek,Township,233,13947,15235,390390,23129,662,3,1024,164,1388,7371,1745,70089,14397,4659,2161,34916,0,19951,61,6386,0,137,8346,1023,0,0,66773,7530,3141,82,126,227,0,4139,127,0,8446,0,3979,2360,9258
Mercer,Worth,Township,85,4050,4593,94925,5039,217,0,326,82,341,2334,477,20526,3570,1032,4440,7648,0,5882,4,1699,0,0,1588,12,0,0,13608,20,747,11,0,0,0,0,6,0,3243,0,200,118,2620
Mifflin,Armagh ,Township,96,10619,8377,606000,20340,465,0,472,10,551,1002,1764,48302,46872,2891,31195,35371,0,2232,0,3720,0,1058,1222,0,3,0,34660,1010,1905,870,12,0,0,150,3,0,40,,1235,38,10140
Mifflin,Brown ,Township,55,8502,2599,568100,7895,342,0,297,4,351,954,1246,38905,33415,1439,28335,23880,0,2463,0,2605,0,250,49,0,0,0,28675,580,1218,434,7,0,0,10,0,0,0,,200,10,7861
Mifflin,Decatur ,Township,84,48771,29509,2719550,112543,2262,0,2229,34,2647,4717,7572,250552,206264,16927,148460,128382,0,11966,0,23372,0,1715,3083,0,3,0,186270,1110,8850,3024,54,0,0,150,3,0,40,,1555,303,47008
Mifflin,Derry ,Township,78,8529,4305,539300,18780,362,0,391,0,448,613,1240,42695,38679,2671,27290,17956,0,1739,0,5195,0,150,133,0,0,0,33810,0,1616,626,42,0,0,0,0,0,0,,0,0,7665
Mifflin,Granville ,Township,85,7390,4335,431250,16395,338,0,371,0,452,760,1423,40905,33320,2721,27070,16605,0,2473,0,5120,0,0,188,0,0,0,35000,0,1394,372,0,0,0,0,0,0,0,,0,0,7192
Mifflin,Menno,Township,76,7080,3493,395100,23055,379,0,334,0,443,940,1105,47905,31686,1910,18525,24300,0,2057,0,2904,0,30,60,0,0,0,29830,0,1410,335,0,0,0,0,0,0,0,,150,265,7665
Mifflin,Oliver ,Township,137,30338,18216,1446225,37881,1096,4,1266,6,1359,2754,3759,105004,99730,9713,70436,68829,0,9102,11,10949,9,342,1323,1907,8,0,78580,1220,4346,717,37,5,0,27,0,0,40,,835,439,26316
Mifflin,Union,Township,74,8244,2882,558300,25335,446,0,357,4,444,829,1175,45575,39235,1375,28030,26200,0,1834,0,3290,0,311,82,0,0,0,32400,100,1517,485,0,0,0,0,0,0,0,0,170,0,9435
Mifflin,Wayne ,Township,101,9053,7315,320500,10765,289,2,360,0,358,666,951,25668,24941,4022,17496,14975,0,2001,0,3303,0,0,1001,675,0,0,20820,310,1171,84,5,0,0,0,0,0,40,0,290,85,7642
Monroe,Chestnuthill,Township,91,5583,8373,210830,8925,214,0,271,24,261,645,812,24243,574,11008,9762,4416,0,1278,6,5327,0,0,8602,0,0,0,14653,0,762,17,0,52,0,428,27,0,0,0,135,587,3154
Monroe,Coolbaugh,Township,6,280,1611,7700,200,8,0,10,8,16,16,47,2004,0,115,0,479,0,28,0,860,0,20,253,0,0,0,680,0,71,0,0,0,0,0,0,0,0,0,0,0,790
Monroe,Hamilton,Township,151,12936,5213,421600,14155,435,0,522,6,562,1102,1310,40112,3018,22868,20340,13820,0,2786,51,11970,0,0,14407,250,0,0,24217,0,2053,210,0,77,4,1593,75,0,0,0,164,1318,11217
Monroe,Jackson,Township,50,2560,6140,57500,3118,61,0,108,57,159,311,297,8903,45,4523,3885,1163,0,705,16,2758,0,0,3518,0,0,0,6072,0,399,4,0,40,0,148,11,0,0,0,50,474,2063
Monroe,Middle Smithfield,Township,101,7450,7218,254165,9191,274,2,403,50,453,651,1174,30540,1664,18440,15047,3869,0,1712,65,11175,0,0,10631,254,0,0,26880,0,1317,51,0,0,0,605,20,0,187,0,2524,738,6111
Monroe,Paradise,Township,27,1324,3995,43150,2100,46,2,75,24,72,173,212,5901,135,2590,2242,546,0,463,0,2531,0,0,1502,80,0,0,5450,0,258,1,0,0,0,0,0,0,20,0,386,172,1120
