County,Municipality,Municipality Type,Farm Count,Improved Land Acres,Unimproved Land Acres,Farm Cash Value,Implements and Machinery Value,Horses Count,Asses and Mules Count,Milch Cows Count,Working Oxen Count,Other Cattle Count,Sheep Count,Swine Count,Live Stock Value,Wheat Bushels,Rye Bushels,Indian Corn Bushels,Oats Bushels,Tobacco Pounds,Wool Pounds,Peas Beans Bushels,Irish Potatoes Bushels,Sweet Potatoes Bushels,Barley Bushels,Buckwheat Bushels,Orchard Products Value,Wine Gallons,Garden Produce Value,Butter Pounds,Cheese Pounds,Hay Tons,Clover Seed Bushels,Other Seeds Bushels,Hops Pounds,Hemp Tons,Flax Pounds,Flaxseed Pounds,Silk Cocoons Pounds,Maple Sugar Pounds,Molasses Gallons,Beeswax Honey Pounds,Homemade Manufactures Value,Animals Slaughtered Value
Chester,New Garden,Township,113,7338,2168,607400,17690,245,0,261,198,764,34,470,57851,14153,32,32830,22655,0,0,4,2744,590,0,100,596,0,0,26747,3094,2484,201,117,0,0,0,0,0,0,0,277,0,6249
Chester,New London,Township,192,12814,2652,879170,31691,407,0,524,252,865,702,1268,81372,23008,43,57867,14292,0,594,0,6206,607,0,432,4047,0,5,59700,2100,3619,479,127,53,0,150,12,0,0,0,730,9,1470
Chester,Newlin,Township,71,5566,1650,750120,16550,172,0,186,144,712,154,484,48004,9112,51,16115,12145,0,0,8,1659,145,51,141,138,0,41,15285,2620,913,51,155,90,0,0,0,0,0,0,360,10,16301
Chester,North Coventry,Township,115,5165,1177,314250,10975,214,0,455,0,253,462,587,28117,8553,4802,16657,14525,0,674,0,3037,0,0,32,30,0,0,46075,0,1726,140,72,0,0,135,7,0,0,0,37,25,7782
Chester,Penn,Township,68,4392,1343,253230,8647,159,0,173,102,306,148,378,24044,6141,34,17221,13634,0,217,31,1559,135,0,324,75,0,0,15750,0,1037,308,17,0,0,0,0,0,0,0,146,68,3987
Chester,Pennsbury,Township,63,5477,11104,452085,10395,157,0,267,144,673,282,482,50273,8627,90,22610,16280,0,379,0,2023,70,60,0,675,0,0,33456,1475,1559,130,88,17,0,0,0,0,0,0,253,48,5677
Chester,Pocopson,Township,45,3826,926,344570,8730,114,0,188,106,549,100,471,37422,5668,322,15995,11205,0,133,0,1206,53,0,0,630,0,0,22617,780,1243,39,61,13,0,0,20,2,0,0,121,0,2836
Chester,Sadsbury,Township,156,10172,3541,755525,28365,347,0,426,204,1005,223,1364,80480,21174,984,40920,39985,0,367,0,6743,245,250,450,2696,25,0,67330,2007,2738,478,165,368,0,100,2,0,0,0,480,179,1381
Chester,Schuylkill,Township,99,5470,901,515320,12975,266,0,616,24,274,259,761,42203,13137,1284,25154,23324,0,246,0,4307,0,0,0,910,0,0,61128,0,2365,175,166,159,0,0,0,0,0,0,0,0,8808
Chester,South Coventry,Township,58,3365,636,206760,6601,134,0,193,2,260,325,342,15549,3210,1902,11420,8915,0,236,67,1935,9,0,176,673,0,6,20752,0,952,144,94,59,0,120,6,0,0,0,120,106,4909
Chester,Thornbury,Township,14,2038,350,200900,6100,51,0,81,40,289,201,199,19921,2882,38,8250,5740,0,458,0,995,22,0,30,163,17,0,7960,265,590,34,18,1,0,0,0,0,0,0,28,0,1680
Chester,Tredyffrin,Township,133,9030,2186,877500,19781,412,0,988,36,567,797,1270,225178,19496,1100,30975,20523,0,2233,0,8378,0,50,159,520,51,100,106664,0,3118,90,240,0,0,10,0,0,0,0,368,52,2602
Chester,Upper Oxford,Township,101,6988,2270,319660,12581,273,0,269,96,438,284,576,37013,9308,339,25250,23727,0,864,5,2721,103,0,646,75,0,0,17550,1304,1278,338,81,0,0,90,3,0,0,0,159,419,18665
Chester,Uwchland,Township,144,9531,2884,677538,29358,431,431,0,670,110,780,319,89067,16180,2859,19687,29321,0,733,14,5915,46,0,242,1670,6,0,54327,24,3352,246,578,77,0,247,15,0,0,0,213,160,7544
Chester,Warwick,Township,97,4634,2801,324700,41646,282,0,366,44,561,81,638,20656,7163,2921,23065,22282,0,375,0,3574,0,0,28,0,0,0,19433,0,1184,222,57,0,0,0,0,0,0,0,0,0,4202
Chester,West Bradford,Township,101,8211,1666,710560,25915,233,0,351,294,897,124,961,76232,12218,116,33642,28460,0,1448,4,5981,88,0,66,1860,0,68,50180,1135,2299,97,105,59,0,0,0,0,0,0,210,30,10095
Chester,West Brandywine,Township,80,4538,1331,203576,9550,172,0,304,76,438,71,550,34578,7526,9021,19620,19501,0,130,0,2225,35,0,152,752,3,568,27660,224,1410,187,215,55,0,0,0,0,0,0,125,24,6606
Chester,West Caln,Township,99,8099,3749,515838,17840,258,16,343,132,817,394,994,59175,11064,1548,28555,27492,0,0,0,4705,59,62,294,1307,0,0,25621,300,1739,287,95,0,0,0,0,0,0,0,200,0,9847
Chester,West Chester,Borough,12,384,8,60900,1625,36,0,41,4,34,40,53,4629,941,0,1610,1277,0,0,4,495,0,0,5,80,0,50,1400,0,223,0,1,6,0,0,0,0,0,0,160,0,1215
Chester,West Fallowfield,Township,199,15654,4267,927240,34180,485,0,555,285,1177,1002,1731,94481,23790,693,89127,59948,0,2420,29,5894,206,0,1068,394,0,0,49955,1708,3512,827,413,192,0,116,3,0,0,0,286,6,20183
Chester,West Goshen,Township,76,5695,1116,668200,23537,188,0,375,70,527,323,620,56904,10734,56,24660,30430,0,846,1,3455,207,0,0,2992,0,0,42840,30,1791,254,73,30,0,0,0,0,0,0,250,0,8645
Chester,West Marlborough,Township,136,7089,2256,730600,20950,213,0,221,248,992,224,563,71222,12541,219,34865,22934,0,580,122,2144,215,300,334,0,0,0,16220,2389,2339,61,297,30,0,0,0,0,0,0,338,28,9435
Chester,West Nantmeal,Township,142,11910,2217,640475,13525,380,0,519,80,1222,124,1124,176701,14346,3174,37215,39163,0,427,2,4632,112,50,391,378,3,0,32883,0,2400,405,885,3,0,0,0,0,0,0,162,12,11271
Chester,West Nottingham,Township,64,4321,2130,265025,5230,120,1,180,114,267,177,366,20545,4904,85,14625,5235,0,502,6,1765,46,0,742,97,3,0,15491,260,883,115,8,4,0,880,24,0,0,0,185,198,3494
Chester,West Pikeland,Township,87,5046,977,410864,15947,280,0,572,0,288,74,622,434,9978,1949,23500,23506,0,128,12,3076,0,0,90,829,0,0,53439,0,1839,139,95,22,0,90,4,0,0,0,117,147,937
Chester,West Vincent,Township,145,7411,2187,546638,22898,284,0,640,20,491,49,1213,53707,12790,4406,33787,33311,0,368,3,3892,11,1,240,1428,0,0,60320,0,2360,213,188,134,0,100,10,0,0,0,252,57,11844
Chester,West Whiteland,Township,68,4422,1837,556775,14770,198,0,451,60,432,184,758,43405,11285,888,25095,10680,0,634,0,3452,71,0,67,370,19,0,53110,150,1688,196,135,55,0,0,0,0,0,0,391,127,8255
Chester,Westtown,Township,49,4019,1026,430300,9055,123,0,292,94,381,79,381,34546,5169,44,14170,11440,0,195,0,2000,47,0,7,1137,0,152,53591,246,1359,67,130,45,0,0,0,0,0,0,119,19,6512
Chester,Willistown,Township,135,8764,2319,943225,19761,228,0,1012,90,610,453,1369,73149,10763,438,25940,30683,0,927,9,3910,35,150,114,968,0,947,131043,62,2788,16,210,57,0,0,0,0,0,0,76,170,30471
Clarion,Beaver,Township,164,1172,1320,25268,1554,32,2,61,30,71,212,140,4712,887,810,562,4310,0,5040,17,2532,0,0,3250,60,0,0,40131,0,1801,102,44,17,0,164,23,0,211,0,291,1259,9890
Clarion,Brady,Township,138,5897,4784,46350,7410,190,0,349,178,610,1256,1006,16677,6169,4925,5931,11122,0,3578,8,2925,0,0,2867,0,0,0,21190,0,1204,201,4,15,0,100,7,0,1402,0,10,658,1401
Clarion,Clarion,Township,139,9769,9765,265400,13117,384,1,521,66,660,1892,1155,36952,12685,7256,8567,22163,0,5065,9,2618,0,115,4446,20,0,83,27670,0,2194,159,0,15,0,0,0,0,20,0,4831,562,742
Clarion,Elk,Township,123,7237,7633,258558,12418,321,0,506,64,690,2103,1028,31383,8922,7051,6389,17561,0,5445,10,4244,0,11,4934,25,0,0,35408,100,1703,93,54,179,0,436,26,0,407,0,430,537,7684
Clarion,Farmington,Township,146,5701,10692,140447,9479,186,4,404,163,419,1636,1023,25774,4647,5236,2715,15829,0,4419,33,4507,0,0,4872,0,0,0,28172,50,985,18,25,134,0,983,52,0,228,0,1547,2114,6066
Clarion,Limestone,Township,141,9120,8715,219066,14322,365,1,487,66,584,2243,791,34767,16081,9509,9607,2339,0,5684,0,3098,0,40,3593,0,0,0,28610,0,1464,186,0,0,0,0,0,0,0,0,7687,1255,76
Clarion,Madison,Township,82,4870,5337,94900,6077,146,0,244,50,218,1095,524,13655,7255,3242,5557,12950,0,2583,0,1346,0,20,2720,0,0,0,16800,0,510,56,0,0,0,0,0,0,0,0,7180,821,3923
Clarion,Monroe,Township,105,7559,6687,169850,10559,341,1,392,71,437,2033,779,26930,11296,8585,7360,19455,0,4977,0,2673,0,10,3604,0,0,0,26460,0,944,52,0,0,0,150,4,0,0,0,6460,541,6121
Clarion,Paint,Township,41,1778,2375,48479,3070,67,0,132,48,171,548,299,7615,1786,1919,907,4357,0,1325,8,1783,0,5,1007,0,0,0,8567,0,569,3,11,40,0,270,9,0,0,0,774,370,1760
Clarion,Perry,Township,134,8211,6758,195700,11185,264,0,434,106,549,2815,964,28040,18118,8387,11030,23560,0,6165,0,2227,0,0,4055,0,0,0,35800,0,914,85,0,0,0,0,0,0,0,0,8850,1120,7488
Clarion,Piney,Township,41,3005,3127,97200,4900,109,0,147,30,211,708,293,10555,4635,2735,3035,8530,0,1440,0,1275,0,70,1133,0,0,0,9450,0,358,35,0,0,0,0,0,0,0,0,1700,165,2415
Clarion,Porter,Township,178,11070,11456,244975,16276,477,3,582,66,639,2536,1162,39061,18380,15047,11940,28155,0,6039,0,3854,0,0,5709,0,0,0,38000,0,1325,24,0,0,0,0,0,0,0,0,12235,1499,9550
Clarion,Redbank,Township,146,9402,7587,204500,11690,315,5,445,71,462,1658,918,27070,14068,11782,9486,24945,0,4410,0,3538,0,0,4745,0,0,0,33250,0,1010,94,0,0,0,0,0,0,0,0,10090,900,6708
Clarion,Richland,Township,114,5857,7570,214828,2363,268,1,392,31,448,1357,1016,24202,9953,5985,10012,15875,0,3714,12,2544,0,0,3365,135,0,0,30967,53,1368,246,60,107,3,269,27,0,598,0,870,1220,7029
Clarion,Toby,Township,190,12152,9606,261404,16069,410,0,642,113,761,3089,1399,42287,21610,13038,15002,32122,0,7767,10,3064,0,746,6765,0,0,0,42520,0,1365,191,0,0,0,200,8,0,0,0,11786,1974,12120
Clarion,Washington,Township,82,2147,2984,57843,4680,88,0,142,42,201,568,328,10176,2303,2206,1390,15227,0,1654,3,1857,0,0,827,0,0,0,10151,23,339,4,15,22,0,84,8,0,20,0,539,613,2104
Clearfield,Beccaria,Township,71,3797,5525,56300,5705,480,0,244,32,282,589,460,16644,4972,1178,2704,7018,0,1835,0,1096,0,30,613,0,0,0,11200,0,634,18,0,0,0,0,0,0,81,0,280,473,3835
Clearfield,Bell,Township,30,1249,6020,56900,1985,42,0,90,42,81,273,157,6879,1728,234,1550,1850,0,725,0,1147,0,0,404,0,0,0,3800,0,213,11,0,0,0,0,0,0,42,0,1051,222,2362
Clearfield,Boggs,Township,48,2664,4357,48900,3300,105,0,124,38,112,305,309,10239,2239,1115,1878,5225,0,1070,0,795,0,0,2327,0,0,0,4520,0,428,15,0,0,0,0,0,0,0,0,260,306,2245
Clearfield,Bradford,Township,103,6796,9820,113550,8235,270,3,317,44,145,489,561,15876,5497,2330,3270,7663,0,2836,0,910,0,0,1389,0,0,0,16200,0,980,38,0,0,0,0,0,0,0,0,200,950,1051
Clearfield,Burnside,Township,87,2690,9204,130000,5403,173,0,208,66,200,768,335,15924,3718,1185,2746,4185,0,1957,0,1937,0,0,1372,0,0,0,12320,0,631,0,0,0,0,0,0,0,0,0,0,283,1600
Clearfield,Chest,Township,41,1322,7362,61675,2039,75,0,104,45,105,163,89,9373,2252,751,1750,2425,0,397,0,1563,0,0,410,0,0,0,5870,400,329,9,0,0,0,0,0,0,20,0,60,81,1550
Clearfield,Covington,Township,52,1580,2568,15300,4307,70,0,122,44,73,351,188,8763,7028,1384,942,7810,0,766,0,760,0,0,1278,0,0,0,5250,0,423,0,0,0,0,0,0,0,0,0,93,0,1809
Clearfield,Decatur,Township,30,2312,2089,52450,2691,86,0,107,28,142,635,229,9076,1789,657,936,6665,0,1106,0,361,0,0,480,0,0,0,4800,0,376,6,0,0,0,0,0,0,0,0,0,142,1723
Clearfield,Ferguson,Township,82,1685,5274,63700,2915,80,0,104,50,94,396,240,8245,3086,656,2246,2950,0,846,0,500,0,0,1361,0,0,0,4200,0,217,4,0,0,0,0,0,0,0,0,240,361,2035
Clearfield,Goshen,Township,20,691,2123,19340,1182,28,0,49,14,38,113,94,3715,1010,345,502,415,0,343,0,130,0,0,531,0,0,0,2250,0,105,0,0,0,0,0,0,0,0,0,0,70,650
Clearfield,Houston,Township,34,869,2946,27000,1443,29,0,74,44,77,176,107,5835,996,92,2493,1670,0,542,0,2100,0,0,807,0,0,0,3900,430,270,0,0,0,0,0,0,0,2685,0,70,0,447
Clearfield,Jordan,Township,74,4080,6517,87810,4879,167,0,192,54,194,748,414,16603,6079,1616,4265,8132,0,1719,0,557,0,0,1220,0,0,0,10100,0,507,18,0,0,0,0,0,0,1231,0,175,656,3468
Clearfield,Lawrence,Township,121,6568,8874,220850,10535,311,2,348,75,248,1394,788,30192,7803,1815,7192,6916,0,3823,557,2110,0,53,3637,4,0,0,19500,40,1164,13,0,0,0,0,0,0,0,0,300,1090,3769
Clearfield,Marion,Township,20,816,1172,26100,985,30,0,48,24,75,122,144,3734,1068,1083,959,1456,0,344,0,496,0,0,293,0,0,0,2525,0,170,15,0,0,0,0,0,0,50,0,0,180,638
Clearfield,Morris,Township,32,1833,3273,46800,3089,84,0,86,23,80,357,187,7220,2253,1050,1532,3505,0,1054,0,735,0,0,247,0,0,0,4100,0,289,29,0,0,0,0,0,0,100,0,150,142,1817
Clearfield,Penn,Township,58,2093,3943,87090,3796,142,0,144,26,157,641,246,13450,3377,455,3548,10171,0,1702,0,1410,0,0,1938,0,0,0,6150,0,564,29,0,0,0,0,0,0,0,0,345,440,2549
Clearfield,Pike,Township,104,6012,10870,170990,8283,223,0,299,61,320,872,705,24302,6850,2307,6653,32955,0,3169,3,1954,0,38,4402,0,0,0,8300,0,862,38,2,0,0,0,0,0,100,0,239,651,6463
Clearfield,Woodward,Township,39,2093,4331,45900,3045,96,0,122,30,165,324,216,9842,2624,264,477,5803,0,891,10,873,0,59,777,0,0,0,4600,0,352,2,0,0,0,0,0,0,0,0,500,82,928
Clinton,Allison,Township,29,2471,828,138300,4080,88,2,119,0,101,221,298,9297,12795,730,8510,5250,0,411,17,2010,0,0,163,85,0,0,6750,0,481,92,0,10,0,0,0,0,0,0,0,68,3540
Clinton,Bald Eagle + Beech Creek,Township + Township,87,6762,7194,256370,8027,233,0,354,20,516,932,732,25543,17099,4076,12495,13570,0,2618,0,4215,0,0,2478,633,0,0,21056,25,1017,139,2,15,0,100,0,0,0,0,139,153,6061
Clinton,Chapman,Township,36,1775,3706,83700,2595,86,0,126,15,140,290,367,9177,3826,1650,7530,4135,0,680,0,2915,0,0,1747,580,0,0,6125,0,238,4,0,71,0,0,0,0,80,43,2085,0,2625
Clinton,Colebrook,Township,3,231,245,8000,500,11,0,13,0,13,16,65,1050,425,125,600,500,0,80,0,225,0,0,175,75,0,0,1000,0,60,0,0,10,0,0,0,0,0,0,75,0,240
Clinton,Crawford,Township,23,1699,1002,84150,2870,63,0,87,0,91,238,185,7408,8615,1035,2370,2270,0,748,0,675,0,75,300,5,0,0,5080,0,213,25,1,26,0,30,3,0,0,0,0,0,1550
Clinton,Dunstable,Township,38,2545,2047,104400,3980,87,0,109,18,113,234,280,10117,11320,1690,8720,2714,0,645,0,3457,0,0,1055,310,3,0,6125,0,313,99,0,0,0,0,0,0,0,0,525,0,2000
Clinton,Gallagher,Township,13,347,1443,9400,363,8,0,24,18,20,0,43,1590,785,201,200,50,0,30,0,1260,0,0,80,0,0,0,950,0,31,0,0,0,0,0,0,0,0,0,0,0,395
Clinton,Green,Township,55,3890,3994,161050,7585,172,0,206,18,347,639,445,18413,17280,4154,6685,4815,0,1452,0,1631,0,107,209,225,0,0,8165,0,512,123,0,0,0,45,5,0,240,0,50,70,2749
Clinton,Grove,Township,23,898,1504,26700,1370,43,0,71,38,35,203,125,5321,1070,245,3525,1905,0,545,0,2105,0,0,1320,280,0,0,3925,0,167,0,5,0,0,0,0,0,0,0,950,25,1095
Clinton,Keating ,Township,9,332,367,6600,360,7,0,17,10,15,42,44,1050,530,290,315,165,0,88,0,380,0,0,225,0,0,0,1250,0,33,0,0,0,0,0,0,0,0,0,200,0,345
Clinton,Lamar,Township,73,7228,3484,387950,12610,295,0,379,0,517,1217,947,31800,40292,6753,14350,7995,0,2698,0,5456,2,80,107,675,0,0,23660,100,1135,240,0,0,0,2200,37,200,0,0,160,110,7305
Clinton,Leidy,Township,23,693,2703,22300,720,26,0,53,28,43,98,139,3992,815,695,2990,1350,0,283,0,802,0,0,646,80,0,0,2660,0,111,0,0,0,0,0,0,0,30,0,240,45,940
Clinton,Logan,Township,48,3246,2721,116850,5815,159,0,188,2,288,493,423,17729,11190,4715,7675,3996,0,1329,0,1626,0,0,180,325,0,0,8850,0,452,115,2,3,0,50,3,0,500,0,0,22,2409
Clinton,Lumber,Township,8,517,938,8750,760,18,0,26,4,34,151,59,2067,530,345,950,590,0,380,0,470,0,0,415,65,0,0,1500,0,103,0,0,0,0,0,0,0,100,0,0,0,415
Clinton,Pine Creek,Township,40,3320,1303,190400,6485,124,0,142,6,155,147,444,15889,19526,1185,15955,5170,0,485,0,1985,0,460,875,490,0,0,8660,0,392,176,2,24,0,150,0,0,0,0,305,0,3326
Clinton,Porter,Township,70,6195,2649,292740,10550,267,0,353,0,470,851,899,27476,33660,6560,14330,7681,0,2317,0,3554,15,132,276,575,0,0,24800,0,1067,167,3,12,0,10,40,4,80,0,5,170,6513
Clinton,Wayne,Township,31,1383,1146,64650,2375,56,0,87,14,109,163,203,7192,5287,1347,4165,1090,0,330,0,1277,0,0,190,370,0,0,5550,0,202,63,0,36,0,10,2,0,0,0,20,0,1450
Clinton,Woodward,Township,30,1684,1200,74300,3010,63,0,92,16,98,197,244,7469,6445,1127,5035,3290,0,564,3,1872,0,0,709,295,0,0,5350,0,229,57,0,38,0,0,0,0,0,0,125,50,1890
Columbia,Beaver,Township,60,3847,4232,87750,6885,142,0,183,12,128,429,629,15735,2976,7021,5925,4280,0,1232,0,2732,0,0,1938,165,0,0,16600,0,545,59,6,0,0,945,51,0,0,0,1010,711,4135
Columbia,Bloom,Township,63,5220,770,409860,11952,204,0,213,6,142,448,739,22588,18322,3118,19918,7763,0,878,14,7643,56,0,595,698,0,1079,23479,0,964,74,7,17,0,167,13,0,0,0,12,422,8377
Columbia,Briar Creek + Berwick,Township + Borough,89,7142,2771,282100,13925,315,2,294,14,183,420,1111,20125,15898,6513,17048,19764,0,1261,8,8062,0,0,1922,220,0,0,26615,0,1015,239,12,0,40,569,33,0,0,0,570,578,7795
Columbia,Catawissa,Township,47,3253,1622,136500,8610,125,6,129,4,89,223,495,13440,7754,2341,9070,4773,0,577,0,4338,0,0,598,411,0,407,14292,0,635,108,6,2,0,241,24,0,0,0,98,418,8671
Columbia,Centre,Township,85,7901,1974,404600,19580,369,0,349,2,207,575,1253,39600,20926,6813,22365,22975,0,1877,24,9361,0,0,1540,550,0,0,36000,0,1756,299,25,0,0,579,35,0,0,0,785,895,980
Columbia,Fishing Creek,Township,113,7503,7316,257250,16340,296,0,325,34,279,910,1357,34465,10687,10919,13173,9487,0,2752,3,7003,0,0,4893,195,0,0,30650,0,947,108,12,0,0,1595,94,0,6070,0,2449,1922,7530
Columbia,Greenwood,Township,106,8410,5877,187400,13000,305,0,334,48,167,697,789,32935,8401,5284,13685,16944,0,2120,13,5334,0,0,3158,270,0,0,32150,0,1023,78,11,0,0,1900,107,0,100,0,1785,1551,6545
Columbia,Hemlock,Township,53,5597,2810,251200,12265,207,0,220,9,155,699,745,29524,12429,5564,15245,7469,0,1497,0,4016,0,0,1777,398,6,77,21847,0,870,133,2,12,0,514,40,0,0,0,985,738,5416
Columbia,Jackson,Township,42,2436,2547,45900,3325,61,0,91,40,96,258,270,8775,1267,3323,3025,2966,0,638,0,1333,0,0,2662,640,0,0,8700,0,298,14,6,0,0,270,14,0,150,0,1175,734,2005
Columbia,Madison,Township,50,2572,5747,75900,5395,98,0,114,28,82,309,325,12060,3197,2343,5507,3010,0,734,0,2268,0,0,2058,164,0,0,11445,0,336,31,1,2,0,217,22,0,0,0,366,349,2828
Columbia,Maine,Township,45,3798,1983,125500,8575,148,2,159,2,125,389,509,16390,6230,6225,8595,7661,0,1119,0,4905,0,0,1134,585,0,0,14200,0,672,188,16,0,0,880,61,0,0,0,755,616,3015
Columbia,Mifflin,Township,87,7088,3277,215000,13575,256,0,297,0,166,632,1027,28505,11447,10654,12985,13421,0,1822,4,7690,0,0,2463,605,0,0,27400,0,947,106,25,0,0,1400,71,0,0,0,1343,952,7250
Columbia,Montour,Township,39,2693,1876,154580,7135,120,0,175,2,83,311,596,3381,8905,2490,11800,5055,0,754,2,2763,0,0,421,455,0,50,15278,0,600,118,0,0,0,122,19,0,0,0,131,294,2929
Columbia,Mount Pleasant,Township,63,5237,2796,115900,8180,178,0,183,24,136,471,463,19510,5756,7469,8492,7260,0,1323,0,4805,0,0,1953,260,0,0,18900,0,541,60,4,0,0,1390,68,0,0,0,890,950,4365
Columbia,Orange,Township,81,3152,1800,205100,12335,238,0,242,4,139,421,873,25660,8237,6799,12475,9171,0,867,12,6220,0,0,2651,205,0,0,24425,0,599,87,18,0,0,1062,77,0,0,0,1090,792,5796
Columbia,Roaring Creek,Township,54,3633,1898,84706,4499,117,1,132,4,101,349,319,10489,3605,4903,5762,5085,0,814,6,3932,0,0,1598,799,0,23,10374,0,405,114,11,46,0,556,33,0,0,0,652,574,2989
Crawford,Sparta,Township,114,4349,6576,108093,3903,177,0,440,94,667,2319,151,31205,1367,0,5700,9324,0,4390,30,5431,0,0,544,735,0,0,36535,8250,2214,0,0,0,0,76,0,0,24240,0,100,549,2932
Columbia,Sugar Loaf,Township,145,8019,10408,219500,15840,313,0,376,88,323,870,1283,37800,7823,11014,14520,13277,0,2550,0,5109,0,0,8526,1172,0,0,35700,0,1252,141,28,0,0,2720,137,0,7990,0,6332,1766,8050
Crawford,Athens,Township,123,3637,7331,109660,3932,113,0,345,211,385,1492,251,21955,3040,35,6797,9419,0,2782,21,4432,0,0,1326,260,0,0,20765,300,1396,8,0,0,0,100,5,0,5250,0,784,610,2366
Crawford,Beaver ,Township,93,3752,4628,84946,7644,99,0,331,168,471,1189,306,19921,594,97,8627,4245,0,3026,67,3166,0,8,315,335,0,0,39982,19180,1853,2,15,0,0,50,0,0,12979,0,1241,1206,2536
Crawford,Bloomfield,Township,102,3586,5676,76060,3169,115,0,364,132,461,1478,150,20000,1337,35,6027,7215,0,2742,0,2918,0,0,532,305,0,0,24150,1546,1527,0,0,0,0,0,0,0,10625,0,0,897,1805
Crawford,Conneaut,Township,269,10767,11073,327030,20335,563,0,1076,310,1463,5393,1049,74613,6038,591,22722,24466,0,13471,46,13470,0,0,3422,665,0,0,87276,91526,4826,2,54,0,0,737,58,0,25288,0,4878,3161,9131
Crawford,Conneautville,Borough,105,741,396,29000,1270,107,0,154,14,219,657,184,12466,1518,20,1860,1875,0,1179,0,1020,0,0,148,76,0,0,15210,12600,424,0,5,0,0,0,0,0,0,0,210,211,2013
Crawford,Cussewago ,Township,213,10074,8553,290430,20331,391,0,1078,259,1596,3838,889,63856,6750,879,20176,21289,0,9391,18,7151,0,64,1710,1314,0,0,99137,138022,3810,13,21,9,0,280,164,0,5921,0,1240,2193,7728
Crawford,East Fallowfield,Township,82,4529,4041,102023,4072,113,0,237,60,348,1141,281,28231,3329,1194,6967,10845,0,5264,0,2598,0,0,3880,10,0,0,24510,4600,1506,0,0,0,0,0,4,0,443,0,1355,0,343
Crawford,Fairfield ,Township,103,5006,4398,123056,5765,183,4,303,136,579,1751,868,28725,5462,4163,8727,8146,0,4886,0,4022,0,0,5659,0,0,0,20750,500,1140,0,0,0,0,0,15,0,100,0,1325,0,125
Crawford,Greenwood ,Township,132,6795,7552,153915,7745,288,0,561,190,836,3003,1069,42708,5067,2773,11514,15877,0,9285,0,4926,0,0,8407,0,0,0,37005,15000,1899,0,0,0,0,0,4,0,395,0,2300,0,29
Crawford,Hayfield,Township,225,11280,8081,323869,22304,378,0,964,241,1171,6403,1183,61343,10626,3293,25187,19063,0,17449,215,6097,0,51,6405,1771,0,0,95086,39715,3738,37,19,0,43,458,60,0,6941,0,3426,2909,8500
Crawford,Mead ,Township,147,7552,5811,210763,8800,214,0,604,216,865,4565,878,42167,6315,2656,14590,15426,0,12546,12,5072,0,230,5983,65,0,0,35075,22750,2544,0,0,0,0,0,13,0,730,0,2355,0,842
Crawford,Meadville,Borough,234,1198,7568,71899,1880,204,1,327,24,119,668,282,20288,1466,400,2913,2190,0,587,2,2328,0,0,510,190,0,0,23215,6000,462,0,4,0,0,0,0,0,0,0,150,50,6565
Crawford,North Shenango,Township,76,4496,4036,87190,3160,194,0,504,96,667,1737,502,31109,3130,664,7595,8766,0,5218,0,2043,0,0,2358,0,0,0,28751,30300,1338,0,0,0,0,0,0,0,0,0,1600,0,0
Crawford,Oil Creek,Township,146,5598,10551,104800,6887,217,0,401,168,471,2554,463,29033,3286,1375,10020,20882,0,5226,2,4291,0,0,5683,7241,0,0,20350,850,1507,0,0,0,0,0,0,0,3730,0,66,919,4626
Crawford,Pine,Township,44,1778,3590,55120,3289,78,0,152,54,227,985,203,11205,1696,467,4785,2967,0,2712,0,2100,0,0,1020,35,0,0,13200,5750,738,0,0,0,0,310,12,0,1000,0,1130,571,1427
Crawford,Randolph,Township,181,6637,7878,163653,6430,226,0,550,285,1071,3158,486,43963,4019,1214,12810,15970,0,7128,6,9604,0,0,2705,1205,0,0,35115,2550,2617,0,0,0,0,30,10,0,14540,0,1650,1525,5032
Crawford,Richmond,Township,164,5973,7448,136825,5668,162,0,631,247,613,3176,420,36096,2164,3011,5440,12637,0,6052,0,6723,0,0,1214,248,0,0,35853,50150,3526,0,0,0,0,200,0,0,4554,0,536,882,3640
Crawford,Rockdale,Township,128,5194,11434,116755,5233,148,0,496,502,623,1745,299,38424,4239,128,12207,9836,0,3814,0,4222,0,0,758,365,0,0,31670,13200,2272,4,0,0,0,0,0,0,6235,0,100,575,3052
Crawford,Rome,Township,141,4116,7503,85477,3653,146,0,411,209,537,1780,202,25149,1226,171,7826,8877,0,3181,49,5459,0,0,2060,555,0,0,20875,100,1794,0,0,0,0,185,0,0,16855,0,0,425,2602
Crawford,Sadsbury,Township,78,4259,4729,131315,6985,198,0,340,84,468,1653,582,25197,4203,1159,7439,7605,0,3967,0,3109,0,0,3191,335,0,0,30650,8030,1355,0,0,0,0,300,7,0,2290,0,1322,876,3257
Crawford,South Shenango,Township,207,12334,8894,340851,20475,611,0,979,198,1488,5232,1128,76422,10872,1505,19767,31349,0,12498,2,8244,0,250,4782,794,0,0,78580,53560,4348,40,37,0,0,3880,54,0,10943,0,2286,2937,8516
Philadelphia,Philadelphia,City,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
